CityId,X,Y
0,316.8367391,2202.340707
1,4377.405972,336.6020822
2,3454.158198,2820.053011
3,4688.099298,2935.898056
4,1010.696952,3236.750989
5,2474.230877,1435.514651
6,1029.277795,2721.800952
7,3408.887685,199.5857931
8,1304.006125,2657.427246
9,4211.525725,2294.595208
10,297.5754577,1952.548486
11,2052.1165,578.2935261
12,2645.077176,2717.838772
13,965.611152,1067.734281
14,454.9887227,1217.670993
15,3369.344927,1504.60374
16,4944.059453,2326.338189
17,4313.207563,2800.438423
18,2352.743647,2489.939529
19,3033.179607,515.2176131
20,3421.865966,1597.526985
21,4326.667571,1607.378707
22,1383.884494,3167.74721
23,3633.815728,2889.995167
24,3694.082279,734.9497566
25,4646.266998,2884.589219
26,4587.094869,713.3414408
27,4310.142275,3267.646528
28,2781.42032,3315.168132
29,793.1079331,1250.697907
30,2096.377989,30.59789467
31,4784.969409,2161.978635
32,4770.633927,2468.554608
33,4841.05642,2829.186594
34,795.2407684,2996.281938
35,3304.121639,26.39033051
36,2698.107143,1635.413695
37,2681.193463,888.759215
38,2691.87882,1698.437487
39,1765.704453,2043.83034
40,3110.042181,1612.562093
41,2856.645184,1601.134482
42,3025.166814,349.7319447
43,4365.672422,2009.38784
44,2786.72674,1374.791352
45,2744.074959,65.23908625
46,75.12582169,3116.363268
47,4065.576523,1828.013387
48,3103.218673,2181.82782
49,4798.743014,2070.477674
50,5097.593589,2123.338028
51,4466.297199,1528.34952
52,861.2940525,2709.922094
53,2653.10197,994.4253304
54,4297.858653,3109.764772
55,301.141496,2794.848676
56,4980.960259,2716.396051
57,4314.017682,297.1799555
58,4379.394564,1608.625348
59,4426.297079,595.2306459
60,2751.42327,2103.519844
61,1422.073223,2153.73958
62,2363.961538,1392.248859
63,4391.292609,290.2567867
64,438.7496164,1192.239885
65,4472.727137,2620.723446
66,3147.185281,2696.024711
67,2408.349066,3099.482747
68,2910.190702,1449.182956
69,4482.918745,1286.878044
70,2604.631032,1094.108019
71,3254.94785,2519.089914
72,4719.346633,1994.303693
73,134.0541417,2631.813624
74,5033.00862,2344.468862
75,4194.344052,2029.212424
76,2539.997505,1459.536653
77,4837.321657,3233.704411
78,3362.395221,1018.485236
79,2278.907476,1253.46657
80,164.4173768,3049.568364
81,2761.967415,163.8333613
82,1372.654795,1172.86937
83,4176.189311,2737.322759
84,4544.588787,2833.09488
85,3649.713961,3028.621886
86,297.15721,2315.592348
87,1808.184183,1437.436271
88,3109.692819,2017.938468
89,3972.87062,2804.608485
90,4479.455673,1816.859858
91,3387.932483,2712.230217
92,3050.977478,1436.106187
93,1611.385266,3194.49424
94,4504.739495,337.1559917
95,4627.240609,1537.161265
96,3823.108712,860.3107543
97,4767.717546,2001.327813
98,4708.42732,2518.355953
99,904.2985617,1215.397355
