CityId,X,Y
1300,2808.196029,1391.534795
1301,2630.260998,1372.753716
1302,907.8531074,2289.055396
1303,418.747874,2965.770551
1304,2087.241876,570.6649113
1305,421.0127796,2886.923495
1306,72.97559924,2798.628166
1307,4749.270814,3264.047406
1308,993.5090167,1365.035601
1309,1387.564984,2227.677086
1310,964.1196295,2820.969303
1311,3149.788219,1537.150431
1312,1505.927958,3227.854968
1313,1166.364988,2922.440775
1314,3761.083272,2486.863756
1315,4357.604876,266.7114102
1316,2282.339904,2698.637941
1317,1919.951701,3154.535726
1318,4644.2924,2682.394922
1319,1375.882399,1284.089816
1320,3069.74762,363.681863
1321,3056.092881,1704.869483
1322,4603.326761,2535.823218
1323,4419.782994,285.6456716
1324,1141.867072,2630.274603
1325,4421.896434,1102.234047
1326,2968.706698,83.59374352
1327,3089.852952,201.7819132
1328,4532.964868,1108.263271
1329,2086.652445,1104.924674
1330,2981.935168,102.3267622
1331,4278.059338,248.6498939
1332,4571.875882,2227.305123
1333,4069.157596,3308.466003
1334,4640.146697,1619.904643
1335,4497.789743,949.4162224
1336,2040.190692,414.1657729
1337,4532.408688,1999.050461
1338,722.5754893,1648.965882
1339,4067.185433,1954.420315
1340,4239.669099,2213.94918
1341,2158.593772,2330.175012
1342,2184.902864,82.3562864
1343,253.8637596,2464.298968
1344,1160.191151,1112.822962
1345,4646.124115,2849.290238
1346,4446.077461,144.5539409
1347,4377.778105,1260.964789
1348,2584.632427,375.1210029
1349,2813.26209,1375.498976
1350,3238.983055,1678.143171
1351,4503.29816,649.14511
1352,2801.328249,1309.153968
1353,608.4877508,2617.705964
1354,3137.043191,2299.185337
1355,4623.815676,3333.699156
1356,4223.800563,3172.430063
1357,354.7213957,2323.524747
1358,531.9449455,1197.165107
1359,4351.050203,2181.612981
1360,426.7692111,1484.421965
1361,4832.390484,2199.678015
1362,4589.666138,2255.352662
1363,2811.782023,170.6502676
1364,4137.270877,1466.27995
1365,2613.819302,3175.640338
1366,128.4948051,3190.693869
1367,3385.449425,1733.124903
1368,1518.568236,1494.225002
1369,2933.359124,948.4831373
1370,4958.338206,2216.076334
1371,4194.014106,2130.139199
1372,4446.985957,1710.324773
1373,833.7552505,970.5921916
1374,2519.283222,339.5299408
1375,2360.553233,2211.387898
1376,181.7241707,2650.738153
1377,2543.832706,283.3519362
1378,3406.21159,48.52402636
1379,2034.26144,175.7537773
1380,3019.718591,2414.451314
1381,3960.29717,2985.074236
1382,3950.51317,2585.961597
1383,830.8768445,360.7632321
1384,3052.978854,1092.573621
1385,1985.06932,388.0968025
1386,3419.165937,2505.638696
1387,4657.095998,2549.506334
1388,2557.937989,47.77120348
1389,904.366595,3313.639342
1390,3791.324023,1077.514954
1391,798.748953,1242.603994
1392,654.9685853,2254.45933
1393,4400.121952,1497.169746
1394,1191.133132,3391.706145
1395,2453.270655,3102.999114
1396,2043.55046,2460.631485
1397,4727.80806,3127.192047
1398,4953.556929,2263.34102
1399,4544.638021,2930.642268
