CityId,X,Y
500,2969.505366,1893.981661
501,4474.620681,1616.537405
502,2727.501328,2744.657693
503,2761.221306,341.4053608
504,1295.34599,3129.420381
505,1855.872946,2611.482257
506,4782.3546,3264.851734
507,4818.872201,2632.298891
508,2388.686449,1308.244464
509,3025.263575,371.7445586
510,292.1296281,2991.302802
511,3031.649146,57.33063593
512,205.1854587,2988.90898
513,4881.009772,2058.412532
514,3300.576443,3090.287789
515,2310.052042,1693.123213
516,4420.058414,368.4544234
517,1133.300522,228.3571814
518,1895.084102,846.704706
519,2419.705325,1367.871135
520,4159.580884,2293.46956
521,2431.06407,1960.622003
522,4320.625584,1240.286401
523,2356.146462,534.0180321
524,2306.685292,1272.257998
525,2001.830368,2144.340034
526,463.6777212,3240.52559
527,4055.255384,2274.100079
528,4436.176676,2064.857223
529,4937.243103,2721.362655
530,4310.450719,2707.441491
531,4547.841083,1284.771221
532,1216.274045,994.4772392
533,3982.842339,3046.865573
534,2966.418585,1648.600291
535,847.6997368,2266.397257
536,199.0545814,2806.712899
537,540.9755004,3396.516063
538,3614.266494,1343.427166
539,1070.349269,3376.714008
540,3543.94222,1528.045568
541,838.8310824,881.625893
542,4526.537333,3094.202877
543,2417.303597,2445.488393
544,4640.3713,1413.397569
545,4454.476581,1604.293227
546,4514.928007,1708.378209
547,2300.642781,32.7667283
548,2846.111399,401.4033228
549,3771.067821,663.7615851
550,2184.242647,1381.645653
551,3482.487468,1401.860359
552,4761.302216,3304.420108
553,2149.386884,570.3434946
554,2909.03933,921.9194477
555,4526.780563,1130.495406
556,4853.298454,2214.989165
557,2534.589462,1473.684053
558,5001.054824,2278.446193
559,1493.209008,2980.767579
560,3982.560134,2946.452883
561,4812.334313,2260.761048
562,5005.010249,3163.058209
563,4270.863094,406.8637606
564,118.9435203,3133.564381
565,1604.298324,2315.022935
566,4305.213322,966.3146758
567,1176.509456,2637.398269
568,603.8523044,2071.214508
569,2998.108766,1748.614
570,3799.797392,2935.803827
571,2072.852295,194.0414937
572,1985.639974,35.23152474
573,3402.250073,3119.562982
574,1981.441183,3288.947657
575,3511.137417,2340.951994
576,3359.420771,2284.830917
577,2858.37834,1785.283535
578,2708.277962,3335.428371
579,3532.117443,3186.374581
580,1440.915031,3308.766449
581,2501.183447,1007.804226
582,1604.11736,1755.514558
583,4376.425715,544.3137304
584,3943.396195,2709.868601
585,3889.789264,2745.568101
586,5027.498283,2803.370014
587,3087.242022,1538.539877
588,3519.962839,3274.829848
589,4976.137955,2518.267718
590,2832.05855,1485.580828
591,1483.731473,2830.346157
592,3046.295918,1333.113684
593,2165.247471,1129.7385
594,2593.756181,1383.539584
595,2537.368895,185.5318472
596,4524.4738,885.3952092
597,4372.557269,1718.151737
598,822.8129865,1041.627888
599,2997.833333,171.0565517
