CityId,X,Y
400,979.0542623,2565.964172
401,1127.146445,3130.53015
402,3093.844484,1528.06311
403,4827.058027,1818.37276
404,4263.154481,3384.537546
405,343.4717969,2887.173294
406,3853.4464,2059.032429
407,4433.700133,1236.473081
408,4163.757574,2675.429528
409,4941.049636,2171.550144
410,1508.569441,2395.036885
411,4183.494342,3287.205066
412,1581.325085,1481.901037
413,2586.329968,1570.330565
414,2576.018425,45.68782853
415,4795.066215,2471.451504
416,4183.998684,2525.849726
417,4618.846695,2013.550796
418,1074.85563,966.5822777
419,341.2508038,2873.653582
420,2449.230578,16.30121723
421,3164.658625,3323.193933
422,3345.151842,3060.190865
423,1294.689021,1056.034522
424,2806.275654,2401.504869
425,1074.074443,2521.00925
426,3768.437269,2678.079632
427,4473.981618,1501.874678
428,3827.315619,680.3573909
429,1264.639239,975.1786036
430,4179.170028,3041.775529
431,1080.245495,1180.404057
432,1870.174409,3196.137393
433,1697.106136,311.6890938
434,4740.097173,3068.377732
435,1157.716432,3195.027899
436,4453.136969,1252.601454
437,2594.848207,2660.397805
438,3716.608375,2421.135234
439,705.0328102,2798.642869
440,4363.724428,787.5803314
441,2233.009186,1320.552221
442,721.4772845,3004.140637
443,4576.161798,2084.049945
444,1909.582341,803.6740181
445,3890.705239,3360.989765
446,2671.460223,1500.290647
447,4100.423542,2759.473306
448,405.3236851,1354.450604
449,616.675911,3016.827954
450,4558.310524,1120.878139
451,4603.353192,3236.056988
452,3900.5673,2376.444272
453,4381.143755,1388.251501
454,4640.133308,919.7194313
455,1092.801968,2357.250218
456,1754.294175,1247.276811
457,4513.409702,12.47076945
458,1292.148652,960.7781584
459,1975.048148,1166.077904
460,2517.756813,1485.502811
461,3845.897649,735.2290711
462,4377.016928,1293.951409
463,1318.401852,2784.839178
464,1371.77283,2636.081063
465,2297.128814,1733.383812
466,4400.149428,230.3583282
467,3413.514516,3158.699382
468,2854.108316,1478.803518
469,1417.327074,2124.90239
470,2489.823696,1548.935251
471,4456.934043,223.9017231
472,4836.191643,1982.460379
473,471.6338381,2212.878742
474,2835.287668,1707.608493
475,2293.457696,1250.49576
476,3233.001822,824.9185073
477,4797.083433,2678.269373
478,3357.376255,2518.769742
479,2919.000409,815.3723613
480,4480.897462,1421.220606
481,4703.271831,1844.512494
482,1809.566058,361.2283322
483,1137.490836,3021.230029
484,3282.183864,2252.634919
485,4416.390101,910.6098913
486,986.1426378,1675.234485
487,609.6749862,1071.420261
488,1098.305067,3346.32384
489,3094.100934,3196.224323
490,527.0805997,2773.02499
491,3376.227006,66.75365147
492,2663.510753,6.559250142
493,2307.26255,358.1484293
494,4594.344731,445.4288816
495,4420.36229,1237.947688
496,4495.10111,2164.418456
497,2085.12166,2672.533424
498,714.796534,1059.381822
499,3041.292276,1061.787351
