CityId,X,Y
900,2447.727155,1984.803046
901,3102.806982,547.2289926
902,1638.060547,1969.950353
903,4517.487824,193.7226179
904,3240.399861,2901.132828
905,2428.138528,1009.924734
906,3353.605673,1759.438611
907,4054.469571,3352.446496
908,2976.097532,1733.741921
909,4887.632206,3136.852978
910,2705.169312,868.3513566
911,1090.820941,2970.432803
912,2296.379741,1001.053566
913,564.4803116,1250.554037
914,2853.357538,348.3596375
915,2315.508801,2883.742545
916,1955.66816,1798.945866
917,443.2334447,1318.597179
918,4553.840657,755.0240281
919,2030.098963,2945.887324
920,2742.314053,2353.331965
921,4592.694506,1162.863942
922,4643.98554,1803.402063
923,1166.708268,1181.912045
924,1091.894172,2201.813032
925,4194.796118,3308.590303
926,4391.149074,3249.429327
927,2824.039179,1730.66035
928,3714.496052,1298.537939
929,3633.615817,457.6654934
930,846.6283129,2690.347431
931,410.2119255,3336.026691
932,3550.916471,1731.752543
933,2365.825309,1347.21381
934,3050.025728,155.8206395
935,1614.515474,2195.07496
936,2960.183975,1037.36818
937,4369.586371,546.1649895
938,589.4663773,2295.618291
939,2583.449139,89.509387
940,717.2424403,1539.377791
941,4275.44721,48.68410443
942,4652.269392,1394.075907
943,2748.938785,1765.80441
944,3508.195259,1743.587301
945,502.8569846,2945.222668
946,1986.93643,1838.088274
947,4402.11061,2997.425074
948,4050.994448,2065.243451
949,4375.440975,67.51772768
950,3885.053254,3014.504496
951,4630.803616,1070.763868
952,4884.049437,2334.63765
953,2521.486909,1516.428809
954,1643.122164,1035.251679
955,1240.726077,1294.604026
956,2971.997176,1686.354848
957,1222.12112,3225.3023
958,4474.13246,446.5808749
959,4199.324111,3260.546271
960,4522.075082,1410.69013
961,3734.938341,1214.679074
962,4307.110711,398.2521914
963,2341.378713,1488.740958
964,4305.478646,516.1998998
965,3069.02277,703.9610311
966,4101.012723,1878.243662
967,665.6496897,1507.606923
968,3850.429576,3151.182946
969,4702.258671,2514.646164
970,1309.306722,2516.526569
971,3531.01441,395.4949992
972,2731.404431,1264.473556
973,4201.809144,3236.974862
974,3479.536749,3243.967985
975,597.3432572,2331.112918
976,641.6845427,1213.886709
977,1267.553245,1215.789986
978,1529.835256,2520.109747
979,161.1815662,2767.675795
980,2375.070815,1702.292787
981,4615.012519,722.3778272
982,529.7975089,1125.579277
983,4276.897403,1769.377675
984,3221.663593,2908.969975
985,2669.876014,907.2463695
986,994.76734,495.5231588
987,1608.105352,1740.93618
988,2828.686519,1590.569859
989,3371.29762,3196.603054
990,3237.023905,1080.098039
991,515.5021784,2618.455134
992,2425.546827,2336.625781
993,439.3102974,3298.746162
994,661.1951915,1370.679699
995,529.2465686,227.3830372
996,4371.827387,134.3154584
997,2811.723434,780.1804601
998,1403.877925,3270.013309
999,574.9167899,1225.476941
