CityId,X,Y
200,2321.956522,1376.165247
201,217.0329199,2263.493012
202,2384.618579,1212.113495
203,1899.116401,1426.592236
204,1739.06253,2351.953487
205,3123.827248,2699.19827
206,1822.579716,3296.679578
207,4446.037145,1381.563992
208,16.77001189,2369.826016
209,3242.738534,3017.703589
210,859.2957756,1545.001009
211,3632.224029,2957.236875
212,216.2433463,2649.980248
213,4387.74083,2194.139042
214,4949.421646,2067.218537
215,2341.694732,2855.193245
216,1082.141557,3216.917444
217,3246.934549,1701.467172
218,4769.940512,3200.653138
219,2428.086367,529.4752549
220,4155.433022,1833.605075
221,2287.352941,1278.909493
222,1982.638129,2559.421768
223,882.1442601,657.4125674
224,3222.105772,2378.9567
225,2324.318263,152.2289158
226,4628.026702,1699.553522
227,635.3975953,3076.117238
228,4626.323797,2485.531504
229,1084.275759,1461.388944
230,4687.482461,1982.388415
231,2895.340236,2494.805313
232,4849.809737,3174.498503
233,1367.505614,3193.555791
234,1074.249868,2219.560287
235,3434.222386,3138.200449
236,5061.349465,2162.026031
237,4661.19605,2009.514557
238,2332.350628,936.5288536
239,1243.214977,2947.746571
240,1476.958258,1208.284065
241,1328.210666,3270.058783
242,2635.068934,1608.29128
243,3307.829547,2364.217591
244,1174.143585,3305.845626
245,439.1424896,1167.523983
246,1697.847153,1162.315657
247,517.4597034,3272.16682
248,2754.979446,120.6991081
249,2561.699526,2730.051389
250,3180.953153,2563.963155
251,505.1150119,3312.211887
252,4675.969194,3255.445899
253,842.4897199,267.7221072
254,607.0036299,1106.650075
255,2876.645584,426.4494294
256,525.0645368,2321.023998
257,4799.765913,1785.922663
258,1189.364712,3090.921493
259,2899.376264,2691.451966
260,2961.2275,1045.504114
261,671.1359701,1302.863505
262,4922.163121,1822.40073
263,863.1865118,16.71243838
264,4237.194278,2065.226668
265,3840.277472,2566.136667
266,4024.179311,2564.072229
267,4944.293353,1870.541069
268,311.3424127,2938.127851
269,2492.970072,2415.070053
270,1707.188119,2469.758046
271,3965.369138,2286.049863
272,1359.28757,1181.419319
273,4360.048827,83.63198071
274,1600.065726,153.1600783
275,2479.149455,473.558949
276,2498.691143,1606.208394
277,2599.072505,1997.761474
278,3888.941647,753.9346764
279,5072.417535,3100.239857
280,1474.536026,2968.017541
281,4394.238145,1866.791719
282,737.5564585,1650.833955
283,731.0328342,2056.597473
284,2960.124237,2634.757338
285,2219.282333,341.5774956
286,4388.440885,2153.216169
287,4965.490314,2996.893694
288,564.4711353,2961.321569
289,843.401105,1282.011892
290,4814.206873,2173.575337
291,2888.756433,1633.720818
292,494.6893882,3028.060283
293,1385.6151,2488.89467
294,2756.019075,69.69161906
295,1962.610859,625.568966
296,4284.908846,488.5677841
297,4621.440444,1119.737573
298,4100.563889,2167.313452
299,4262.329183,2596.046814
