CityId,X,Y
300,4824.134414,1559.556594
301,3898.435854,3396.38638
302,2976.456242,2803.335254
303,2561.200784,260.8124883
304,640.4752806,2733.938417
305,2194.386921,1341.189459
306,1415.215619,1968.215836
307,1059.748757,779.3948294
308,1081.31882,1138.094894
309,4755.114107,1608.427398
310,2926.086032,2266.471036
311,1483.920904,2568.770675
312,1468.991204,899.5889838
313,2949.977329,2247.32803
314,2762.611697,1727.911317
315,4576.279509,285.8936436
316,4574.112035,2519.624986
317,4414.106398,2704.745484
318,440.2949647,1300.588944
319,668.9270358,3192.525352
320,2654.361171,1033.927931
321,4833.72512,2700.240194
322,4472.468299,2152.157771
323,2384.35083,1702.901481
324,5021.011001,2199.540465
325,3029.5257,915.1121009
326,4331.076737,580.6499403
327,4395.080842,3345.848967
328,3031.770264,2594.845813
329,2641.131374,1666.497662
330,5092.266465,1523.338601
331,3639.030242,854.6387362
332,4008.222357,1956.165325
333,2169.285972,1142.283145
334,1913.211659,1329.571494
335,3023.292459,422.3006941
336,4187.457815,3216.177231
337,4521.819885,1080.542296
338,3018.791949,1840.630353
339,1786.078508,1450.295297
340,1230.508255,2653.543336
341,1258.41587,1110.138026
342,4356.260783,494.2642034
343,1961.448294,1204.861333
344,3242.644529,1550.409496
345,2147.197327,136.5266361
346,2774.19836,822.8276325
347,3010.825096,1557.190491
348,1002.659628,2654.724221
349,4864.269745,3250.721377
350,619.7816326,2780.0208
351,909.7719195,2439.986541
352,2777.60378,1716.521637
353,4431.455432,1776.643075
354,684.8510404,3172.356241
355,1568.129485,2933.617998
356,748.1537157,1429.29654
357,1013.043058,2410.881015
358,4351.4914,1993.21349
359,4995.077544,3396.395985
360,3156.351499,1160.753059
361,3709.513716,3221.550581
362,232.0232663,3154.558997
363,359.1770886,2894.436306
364,475.243401,1416.405414
365,4439.810115,3071.745638
366,3169.183851,1896.28406
367,2010.734387,3014.545214
368,4883.190827,2329.36536
369,4055.082198,2404.39972
370,4540.904593,1890.473074
371,2086.404409,386.3933505
372,208.7138404,2925.760526
373,4133.508697,1938.550111
374,4399.87542,166.4835041
375,4576.846984,2386.948325
376,2049.691595,174.6366289
377,2655.789903,977.8907145
378,2628.238004,1459.519102
379,500.8845074,1303.597885
380,116.5875847,1323.393918
381,2987.245572,676.6799808
382,1536.916289,753.3970479
383,2978.205241,2283.113102
384,2903.822905,459.8205969
385,4419.09809,1138.510369
386,2892.810534,1815.369688
387,4526.657425,1973.59443
388,2731.985015,1281.639494
389,199.9672419,2465.024047
390,1785.809045,1456.495363
391,3071.903733,1550.367583
392,4219.404977,2399.397461
393,2745.948922,1255.881481
394,2772.239548,2817.926353
395,3875.84389,2735.581768
396,1702.063784,1454.173347
397,1847.354912,2335.81888
398,4885.997582,3340.395506
399,4781.369065,3387.909463
